user_id,game_use,rec_use,studio_use,exercise_use,office_use,podcast_use,travel_use,other_use,sound_quality_importance,positional_importance,loud_importance,mic_importance,wireless_importance,noise_canceling_importance,in_ear_importance,on_ear_importance,over_ear_importance,no_pref_oninover,price_sensitivity,min_price,max_price,headphone_name,user_rating,price,attached_mic,recording_quality,noise_handling,Impedance,sensitivity(dbv),accuracy,weighted_harmonic_distortion,soundstage,imaging,noise_isolation,wireless,over_ear_style,on_ear_style,in_ear_style,open_back,close_back,semiclosed_back
1,1,1,0,0,0,0,0,0,8,10,10,10,7,5,0,0,1,0,10,0,150,1,5,179,1,8.7,8.8,50,116,7.9,8,7.5,8.6,1.5,0,1,0,0,1,0,0
2,1,1,0,0,0,0,0,0,9,8,9,7,9,5,0,0,1,0,7,0,242.8571429,2,5,249,1,8,3,25,122,5,5,6,6,4,9,1,0,0,0,0,1
3,1,1,0,0,0,0,0,0,9,8,6,9,8,10,0,0,1,0,9,0,188.8888889,3,5,165,1,6,5,36,121,6,5,7,9,1,9,1,0,0,1,0,0
4,1,1,0,0,0,0,0,0,6,8,6,9,8,0,0,0,1,0,9,0,188.8888889,4,5,213,1,2,7,37,123,3,8,7,7,8,8,1,0,0,0,1,0
5,1,1,0,0,0,0,0,0,10,8,10,10,9,10,0,0,1,0,5,0,340,5,5,272,1,3,8,38,119,6,6,8,7,1,7,1,0,0,1,0,0
6,1,1,0,0,0,0,0,0,8,8,7,8,7,5,0,0,1,0,8,0,212.5,6,5,255,1,8,8,24,112,6,6,8,7,6,6,1,0,0,0,1,0
7,1,1,0,0,0,0,0,0,6,8,10,9,7,10,0,0,1,0,6,0,283.3333333,7,5,299,1,5,6,31,117,5,5,8,9,3,5,1,0,0,0,0,1
8,1,1,0,0,0,0,0,0,9,8,10,7,9,3,0,0,1,0,10,0,170,8,5,139,1,5,2,28,113,3,7,7,8,2,9,1,0,0,1,0,0
9,1,1,0,0,0,0,0,0,9,9,10,7,10,1,0,0,1,0,9,0,188.8888889,9,5,198,1,3,2,47,110,3,8,8,8,4,5,1,0,0,0,0,1
10,1,1,0,0,0,0,0,0,10,8,4,8,10,7,0,0,1,0,10,0,170,10,5,136,1,3,2,39,114,8,4,8,9,9,8,1,0,0,0,1,0
11,1,1,0,0,0,0,0,0,9,9,4,8,8,4,0,0,1,0,5,0,340,11,5,328,1,2,3,33,124,7,5,7,9,8,6,1,0,0,0,1,0
12,1,1,0,0,0,0,0,0,10,9,4,10,10,6,0,0,1,0,8,0,212.5,12,5,193,1,7,8,34,112,8,5,8,9,3,6,1,0,0,0,0,1
13,1,1,0,0,0,0,0,0,6,9,10,7,7,3,0,0,1,0,4,0,425,13,5,369,1,7,8,42,125,4,7,7,6,1,9,1,0,0,1,0,0
14,1,1,0,0,0,0,0,0,6,8,9,8,9,9,0,0,1,0,10,0,170,14,5,194,1,2,3,33,123,4,3,6,8,1,7,1,0,0,1,0,0
15,1,1,0,0,0,0,0,0,9,10,7,7,9,3,0,0,1,0,5,0,340,15,5,336,1,5,2,41,123,7,6,7,8,8,6,1,0,0,0,1,0
16,1,1,0,0,0,0,0,0,8,10,10,7,9,3,0,0,1,0,8,0,212.5,16,5,176,1,2,7,46,112,8,6,8,9,2,5,1,0,0,1,0,0
17,1,1,0,0,0,0,0,0,10,8,7,9,8,0,0,0,1,0,7,0,242.8571429,17,5,271,1,3,5,32,115,6,6,6,7,3,9,1,0,0,0,0,1
18,1,1,0,0,0,0,0,0,8,8,10,7,9,9,0,0,1,0,6,0,283.3333333,18,5,288,1,2,8,33,118,6,8,7,6,8,9,1,0,0,0,1,0
19,1,1,0,0,0,0,0,0,7,10,8,7,8,5,0,0,1,0,9,0,188.8888889,19,5,210,1,6,7,22,110,6,3,8,8,2,5,1,0,0,1,0,0
20,1,1,0,0,0,0,0,0,8,10,4,8,10,9,0,0,1,0,5,0,340,20,5,399,1,2,8,23,111,6,4,8,6,3,5,1,0,0,0,0,1
21,1,1,0,0,0,0,0,0,7,10,9,9,8,10,0,0,1,0,6,0,283.3333333,21,5,261,1,7,4,22,111,6,7,7,8,8,6,1,0,0,0,1,0
22,1,1,0,0,0,0,0,0,7,9,5,9,8,7,0,0,1,0,9,0,188.8888889,22,5,154,1,3,4,36,114,6,5,6,7,6,0,1,0,0,0,1,0
23,1,1,0,0,0,0,0,0,6,8,6,9,9,7,0,0,1,0,7,0,242.8571429,23,5,220,1,8,2,48,119,5,4,6,7,2,0,1,0,0,1,0,0
24,1,1,0,0,0,0,0,0,9,10,8,9,10,7,0,0,1,0,9,0,188.8888889,24,5,225,1,5,3,23,117,8,4,8,8,7,0,1,0,0,0,1,0
25,0,1,1,0,0,0,0,0,10,5,3,0,2,1,0,0,1,0,3,0,350,25,5,389,0,0,0,63,105,7.8,8.7,8.3,9.1,2,0,1,0,0,1,0,0
26,0,1,1,0,0,0,0,0,8,7,10,0,6,5,0,0,1,0,2,0,1000,26,5,936,0,0,0,31,109,10,10,8,6,7,0,1,0,0,0,1,0
27,0,1,1,0,0,0,0,0,10,5,8,0,5,5,0,0,1,0,4,0,500,27,5,554,0,0,0,42,102,10,8,8,1,1,0,1,0,0,1,0,0
28,0,1,1,0,0,0,0,0,8,4,6,0,5,0,0,0,1,0,7,0,285.7142857,28,5,261,0,0,0,36,113,7,10,6,5,5,0,1,0,0,0,0,1
29,0,1,1,0,0,0,0,0,10,4,9,0,6,7,0,0,1,0,3,0,666.6666667,29,5,700,0,0,0,82,125,7,10,6,4,9,0,1,0,0,0,1,0
30,0,1,1,0,0,0,0,0,8,7,8,0,0,4,0,0,1,0,6,0,333.3333333,30,5,281,0,0,0,41,102,10,8,7,1,5,0,1,0,0,0,0,1
31,0,1,1,0,0,0,0,0,10,5,6,0,3,4,0,0,1,0,1,0,2000,31,5,1825,0,0,0,100,108,9,8,6,9,6,0,1,0,0,0,1,0
32,0,1,1,0,0,0,0,0,10,5,10,0,6,2,0,0,1,0,3,0,666.6666667,32,5,582,0,0,0,60,115,10,10,8,3,7,0,1,0,0,0,1,0
33,0,1,1,0,0,0,0,0,8,4,6,0,0,8,0,0,1,0,7,0,285.7142857,33,5,311,0,0,0,88,100,10,7,6,1,3,0,1,0,0,0,0,1
34,0,1,1,0,0,0,0,0,10,6,8,0,4,9,0,0,1,0,2,0,1000,34,5,863,0,0,0,46,115,7,8,6,5,7,0,1,0,0,0,1,0
35,0,1,1,0,0,0,0,0,8,4,5,0,3,5,0,0,1,0,1,0,2000,35,5,1684,0,0,0,94,124,9,7,7,6,2,0,1,0,0,1,0,0
36,0,1,1,0,0,0,0,0,8,7,8,0,4,10,0,0,1,0,2,0,1000,36,5,1183,0,0,0,54,125,10,7,6,3,9,0,1,0,0,0,1,0
37,0,1,1,0,0,0,0,0,8,6,5,0,7,3,0,0,1,0,1,0,2000,37,5,2347,0,0,0,87,109,10,8,7,6,1,0,1,0,0,1,0,0
38,0,1,1,0,0,0,0,0,10,8,9,0,4,10,0,0,1,0,5,0,400,38,5,334,0,0,0,76,118,10,8,8,1,6,0,1,0,0,0,1,0
39,0,1,1,0,0,0,0,0,9,8,4,0,6,8,0,0,1,0,6,0,333.3333333,39,5,292,0,0,0,53,114,8,10,7,4,2,0,1,0,0,1,0,0
40,0,1,1,0,0,0,0,0,9,4,10,0,7,7,0,0,1,0,1,0,2000,40,5,2163,0,0,0,63,120,10,7,6,1,7,0,1,0,0,0,1,0
41,0,1,1,0,0,0,0,0,9,6,6,0,5,1,0,0,1,0,2,0,1000,41,5,956,0,0,0,58,105,8,8,7,2,9,0,1,0,0,0,1,0
42,0,1,1,0,0,0,0,0,10,5,9,0,0,5,0,0,1,0,7,0,285.7142857,42,5,266,0,0,0,46,103,8,9,7,3,5,0,1,0,0,0,0,1
43,0,1,1,0,0,0,0,0,8,5,8,0,4,4,0,0,1,0,6,0,333.3333333,43,5,373,0,0,0,87,109,8,8,6,5,2,0,1,0,0,1,0,0
44,0,1,1,0,0,0,0,0,8,8,7,0,5,8,0,0,1,0,7,0,285.7142857,44,5,267,0,0,0,59,119,10,7,8,9,4,0,1,0,0,0,0,1
45,0,1,1,0,0,0,0,0,9,7,5,0,3,5,0,0,1,0,7,0,285.7142857,45,5,293,0,0,0,80,124,8,9,8,5,4,0,1,0,0,0,0,1
46,0,1,1,0,0,0,0,0,8,7,6,0,0,8,0,0,1,0,1,0,2000,46,5,1862,0,0,0,48,122,9,10,6,8,9,0,1,0,0,0,1,0
47,0,1,1,0,0,0,0,0,9,7,8,0,5,4,0,0,1,0,6,0,333.3333333,47,5,316,0,0,0,36,125,7,9,8,1,8,0,1,0,0,0,1,0
48,0,1,1,0,0,0,0,0,9,4,8,0,7,2,0,0,1,0,4,0,500,48,5,433,0,0,0,33,101,9,8,8,1,4,0,1,0,0,0,0,1
49,0,1,0,1,1,0,1,0,6,0,8,7,10,5,1,0,0,0,7,0,100,49,5,91,1,6.4,6.1,0,118,6.83,7.8,2.9,8.5,1.1,1,0,0,1,1,0,0
50,0,1,0,1,1,0,1,0,10,2,6,4,3,10,1,0,0,0,9,0,111.1111111,50,5,92,1,6.4,6.1,37,117,3,3,1,7,1,1,0,0,1,1,0,0
51,0,1,0,1,1,0,1,0,8,6,9,8,4,10,1,0,0,0,6,0,166.6666667,51,5,166,1,6.4,6.1,40,117,5,4,2.9,6,1,1,0,0,1,1,0,0
52,0,1,0,1,1,0,1,0,6,0,10,9,2,8,1,0,0,0,8,0,125,52,5,121,1,6.4,6.1,37,117,6,4,2.9,8,2,1,0,0,1,1,0,0
53,0,1,0,1,1,0,1,0,9,6,5,5,9,5,1,0,0,0,7,0,142.8571429,53,5,159,1,6.4,6.1,26,124,4,7,2.9,9,9,1,0,0,1,0,1,0
54,0,1,0,1,1,0,1,0,7,4,9,2,3,5,1,0,0,0,10,0,100,54,5,102,1,6.4,6.1,10,125,3,6,2.9,7,7,1,0,0,1,0,1,0
55,0,1,0,1,1,0,1,0,10,1,9,4,3,7,1,0,0,0,6,0,166.6666667,55,5,136,1,6.4,6.1,18,112,4,3,2.9,8,7,1,0,0,1,0,1,0
56,0,1,0,1,1,0,1,0,9,6,6,9,8,6,1,0,0,0,7,0,142.8571429,56,5,164,1,6.4,6.1,19,114,8,4,2.9,9,5,1,0,0,1,0,0,1
57,0,1,0,1,1,0,1,0,9,4,8,9,3,7,1,0,0,0,9,0,111.1111111,57,5,93,1,6.4,6.1,40,118,6,3,2.9,7,6,1,0,0,1,0,1,0
58,0,1,0,1,1,0,1,0,10,4,6,5,6,9,1,0,0,0,7,0,142.8571429,58,5,125,1,6.4,6.1,4,125,5,6,2.9,6,8,1,0,0,1,0,1,0
59,0,1,0,1,1,0,1,0,10,2,5,2,5,8,1,0,0,0,8,0,125,59,5,131,1,6.4,6.1,36,112,7,3,2.9,7,1,1,0,0,1,1,0,0
60,0,1,0,1,1,0,1,0,6,2,7,5,1,6,1,0,0,0,6,0,166.6666667,60,5,149,1,6.4,6.1,22,114,7,5,2.9,6,4,1,0,0,1,0,0,1
61,0,1,0,1,1,0,1,0,8,4,8,6,3,8,1,0,0,0,10,0,100,61,5,98,1,6.4,6.1,38,118,8,4,2.9,7,1,1,0,0,1,1,0,0
62,0,1,0,1,1,0,1,0,8,6,5,5,10,7,1,0,0,0,5,0,200,62,5,232,1,6.4,6.1,14,123,3,8,2.9,7,3,1,0,0,1,0,0,1
63,0,1,0,1,1,0,1,0,8,2,6,1,3,6,1,0,0,0,7,0,142.8571429,63,5,137,1,6.4,6.1,23,121,6,7,2.9,9,8,1,0,0,1,0,1,0
64,0,1,0,1,1,0,1,0,8,2,10,4,1,6,1,0,0,0,5,0,200,64,5,179,1,6.4,6.1,37,112,7,5,2.9,7,1,1,0,0,1,1,0,0
65,0,1,0,1,1,0,1,0,8,0,8,7,2,7,1,0,0,0,10,0,100,65,5,105,1,6.4,6.1,12,122,3,4,2.9,8,7,1,0,0,1,0,1,0
66,0,1,0,1,1,0,1,0,10,3,7,3,3,6,1,0,0,0,10,0,100,66,5,86,1,6.4,6.1,4,118,4,5,2.9,6,4,1,0,0,1,0,0,1
67,0,1,0,1,1,0,1,0,7,0,10,1,0,9,1,0,0,0,9,0,111.1111111,67,5,119,1,6.4,6.1,36,115,8,7,2.9,7,7,1,0,0,1,0,1,0
68,0,1,0,1,1,0,1,0,10,5,7,4,5,7,1,0,0,0,5,0,200,68,5,197,1,6.4,6.1,34,117,3,5,2.9,8,3,1,0,0,1,0,0,1
69,0,1,0,1,1,0,1,0,6,5,4,5,10,8,1,0,0,0,8,0,125,69,5,143,1,6.4,6.1,2,125,7,3,2.9,6,5,1,0,0,1,0,0,1
70,0,1,0,1,1,0,1,0,8,3,8,5,1,8,1,0,0,0,8,0,125,70,5,123,1,6.4,6.1,7,112,3,7,2.9,9,1,1,0,0,1,1,0,0
71,0,1,0,1,1,0,1,0,7,4,4,8,6,10,1,0,0,0,8,0,125,71,5,142,1,6.4,6.1,19,123,4,6,2.9,8,4,1,0,0,1,0,0,1
72,0,1,0,1,1,0,1,0,9,4,4,5,3,8,1,0,0,0,7,0,142.8571429,72,5,120,1,6.4,6.1,4,125,6,3,2.9,6,3,1,0,0,1,0,0,1
73,0,1,1,0,0,1,0,0,9,0,6,0,0,8,0,0,1,0,1,0,2000,73,5,2113,0,0,0,300,105,8.2,8.5,9.2,9.1,1.5,0,1,0,0,1,0,0
74,0,1,1,0,0,1,0,0,9,6,9,0,5,1,0,0,1,0,3,0,666.6666667,74,5,594,0,0,0,193,111,10,7,8,6,9,0,1,0,0,1,0,0
75,0,1,1,0,0,1,0,0,9,4,9,1,0,10,0,0,1,0,3,0,666.6666667,75,5,550,0,0,0,84,122,7,7,7,7,9,0,1,0,0,1,0,0
76,0,1,1,0,0,1,0,0,10,5,5,2,7,6,0,0,1,0,5,0,400,76,5,428,0,0,0,125,107,7,10,7,9,9,0,1,0,0,1,0,0
77,0,1,1,0,0,1,0,0,8,7,9,3,5,4,0,0,1,0,7,0,285.7142857,77,5,334,0,0,0,192,110,9,7,7,9,4,0,1,0,0,1,0,0
78,0,1,1,0,0,1,0,0,10,8,6,4,6,10,0,0,1,0,3,0,666.6666667,78,5,587,0,0,0,196,102,7,10,7,7,7,0,1,0,0,1,0,0
79,0,1,1,0,0,1,0,0,9,4,7,5,4,0,0,0,1,0,1,0,2000,79,5,1805,0,0,0,110,113,7,10,7,6,7,0,1,0,0,1,0,0
80,0,1,1,0,0,1,0,0,10,6,10,6,4,9,0,0,1,0,7,0,285.7142857,80,5,333,0,0,0,199,108,10,9,6,7,9,0,1,0,0,1,0,0
81,0,1,1,0,0,1,0,0,8,4,10,7,2,10,0,0,1,0,2,0,1000,81,5,1001,0,0,0,290,104,7,7,7,7,1,0,1,0,0,1,0,0
82,0,1,1,0,0,1,0,0,10,7,5,8,6,0,0,0,1,0,10,0,200,82,5,235,0,0,0,290,102,9,8,7,8,8,0,1,0,0,1,0,0
83,0,1,1,0,0,1,0,0,9,5,6,9,4,0,0,0,1,0,4,0,500,83,5,405,0,0,0,174,103,8,10,6,6,5,0,1,0,0,1,0,0
84,0,1,1,0,0,1,0,0,9,8,6,10,4,4,0,0,1,0,7,0,285.7142857,84,5,236,0,0,0,213,112,10,10,6,9,5,0,1,0,0,1,0,0
85,0,1,1,0,0,1,0,0,9,5,8,11,4,0,0,0,1,0,8,0,250,85,5,291,0,0,0,162,107,10,10,6,6,6,0,1,0,0,1,0,0
86,0,1,1,0,0,1,0,0,9,5,8,12,5,3,0,0,1,0,8,0,250,86,5,257,0,0,0,207,106,7,9,6,8,7,0,1,0,0,1,0,0
87,0,1,1,0,0,1,0,0,10,7,4,13,0,3,0,0,1,0,5,0,400,87,5,388,0,0,0,114,117,9,7,7,9,1,0,1,0,0,1,0,0
88,0,1,1,0,0,1,0,0,10,7,7,14,3,10,0,0,1,0,6,0,333.3333333,88,5,395,0,0,0,223,110,10,10,8,8,8,0,1,0,0,1,0,0
89,0,1,1,0,0,1,0,0,10,6,10,15,3,1,0,0,1,0,2,0,1000,89,5,1013,0,0,0,210,105,7,8,7,6,6,0,1,0,0,1,0,0
90,0,1,1,0,0,1,0,0,10,8,4,16,0,8,0,0,1,0,7,0,285.7142857,90,5,274,0,0,0,228,108,8,7,7,8,1,0,1,0,0,1,0,0
91,0,1,1,0,0,1,0,0,9,8,6,17,7,10,0,0,1,0,7,0,285.7142857,91,5,340,0,0,0,138,109,10,9,7,7,7,0,1,0,0,1,0,0
92,0,1,1,0,0,1,0,0,9,6,9,18,7,9,0,0,1,0,2,0,1000,92,5,1013,0,0,0,238,119,9,10,7,9,1,0,1,0,0,1,0,0
93,0,1,1,0,0,1,0,0,8,7,5,19,3,3,0,0,1,0,8,0,250,93,5,216,0,0,0,91,115,8,7,6,6,8,0,1,0,0,1,0,0
94,0,1,1,0,0,1,0,0,8,7,5,20,1,10,0,0,1,0,10,0,200,94,5,190,0,0,0,164,100,7,8,7,9,1,0,1,0,0,1,0,0
95,0,1,1,0,0,1,0,0,8,4,4,21,5,9,0,0,1,0,3,0,666.6666667,95,5,750,0,0,0,246,121,8,8,7,7,3,0,1,0,0,1,0,0
96,0,1,1,0,0,1,0,0,8,4,5,22,2,10,0,0,1,0,4,0,500,96,5,574,0,0,0,63,112,9,10,8,8,8,0,1,0,0,1,0,0
